title,author,index,category,year,comment,found
Magury 85,Anna Zatorska,K-853,Czasopisma,1985 Warszawa,,Tak
Magury 85,Anna Zatorska,K-854,Czasopisma,1985 Warszawa,,Tak
Magury 86,Bogdan Mościcki,K-855,Czasopisma,1986 Warszawa,,Tak
Pierwsze lata AKT Lwów,Marek Waśkiel,K-856,Terenoznawstwo,,Brak miejsca i roku wydaia,Tak
Rabsztyn,Jacek Sypień,K-857,Przewodniki górskie,,Brak miejsca i roku wydania,Tak
Przewodnik po Zakopanem cz. 1,,K-858,Przewodniki niegórskie,,Brak miejsca i roku wydania,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-859,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-860,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-861,Architektura,1984 Warszawa,,Tak
Nadsani t. 1 Gmina Czarna,Stanisław Kryciński,K-862,Przewodniki górskie,1986 Warszawa,,Tak
Bieszczady ,Władysław Krygowski,K-863,Przyroda,1965 Warszawa,,Tak
Pierwsza Pomoc w wypadkach górskich,Jerzy Korejwo,K-864,Pierwsza pomoc,1985 Warszawa,,Tak
Spór o Zaolzie 1918 - 20 i 1938,Jerzy Wiecjowski,K-865,Historia,1990 Warszawa,,Tak
Grody i zamki w Wielkopolsce,Karol Olejnik,K-866,Przewodniki górskie,1993 Poznań,,Tak
Zabytki urbanistyki i architektury województwa tarnowskiego,Andtrzej B. Krupiński,K-867,Przewodniki górskie,1989 Warszawa - Kraków,,Tak
Schroniska górskie w karpatach polskich w latach 1939 - 1945,Tadeusz Mianowski,K-868,Historia,1987 Warszawa - Krakow,,Tak
Zamek Grodno,Jan Sakwerda,K-869,Przewodniki górskie,1989 Wałbrzych,,Tak
Pierwsza wojna światowa w Karpatach,Tadeusz A. Olszański,K-871,Historia,1985 Warszawa,,Tak
Nazwy miejscowe Beskidu Gorlickiego,Tadeusz R. Topolski,K-872,Przewodniki górskie,1985 Warszawa,,Tak
Szlak zamków piastowskich w Sudetach,Zbigniew Grbaczewski,K-873,Przewodniki górskie,1988 Warszawa - Kraków,,Tak
Na szlakach Łemkowszczyzny,Krystyna Pierach,K-874,Etnografia,1990 Warszawa,,Tak
Cmętarze wojskowe z okresu I wojny światowej w rejonie Beskidu Niskiego i Pogórza,B. Frodyma,K-875,Przewodniki górskie,1985 Warszawa,,Tak
"Beskid częśc wschodnia Beskid Niski, Bieszczady i ich pogórza",Marek Okoń,K-876,Przyroda,1987 Warszawa,,Tak
Zamki i twierdze w Polsce ,Ryszard Rogiński,K-877,Przewodniki górskie,1990 Warszawa,,Tak
Pojezierze Łagowskie,Bogdan Kucharski,K-878,Przewodniki górskie,1986 Warszawa,,Tak
Krzeszowice i okolice,Julia Żinkow,K-879,Terenoznawstwo,1988 Warszawa -Kraków,,Tak
Styl zakopiański,Majda Jan,K-88,Architektura,1979 Wrocław,,Tak
Riła (Bułgaria),Wojciech Stankiewicz i Krzysztof Zimny,K-880,Przyroda,1984 Warszawa - Kraków,,Tak
Magury 92,"Ewa Ćwiklińska, Anna Skrodzka, Paweł Trochimiuk, Grzegorz Nowak i Piotr Szulewski",K-881,Czasopisma,1992 Warszawa,,Tak
Przewodnik w wycieczkach na Babią Górę do Tatr i Pienin,Juliusz Wilt,K-883,Przewodniki górskie,1991 Kraków,,Tak
Śladami Łemków,Roman Reinfuss,K-884,Etnografia,1990 Warszawa,,Tak
Kalwaria Pacławska,Hannna Podgórska,K-885,Przewodniki górskie,1990 Warszawa,,Tak
Lwiw,L. W. Łotocka,K-886,Przewodniki niegórskie,1989 Kijów,,Tak
Śpiewnik studencki,Jacek Jakubicki o Edmunt Kuna,K-887,Śpiewniki,1975 Warszawa,,Tak
Ochrona prawna naturalnego środowiska człowieka,Brzeziński Wacław,K-888,Mapy,"PWN, Warszawa 1975",,Nie
Polska dla aktywnych,Ewa Dedo i Krzysztof Żywczak,K-889,Przewodniki niegórskie,2002 Bielsko Biała,,Tak
Zakopiańskim szlakiem Mieczysława Karłowicza,Pinkwart Maciej,K-89,Biograficzne,1985 Warszawa-Kraków,,Tak
"Zagadnienia ochrony zasobów wody, zeszyt 15",,K-890,Mapy,"Kraków, 1968",,Nie
Beskid na rowerze,Tomasz Procajło i Miłosz Kędracki,K-891,Przewodniki niegórskie,2004 Bielsko Biała,,Tak
Amsterdam,Clay Lucas,K-892,Przewodniki niegórskie,2002,Brak miejsca wydania,Tak
Beskid Dukielski,Paweł Luboński,K-893,Przyroda,1999 Pruszków,,Tak
Gorlickie,Bogdan Mościcki,K-894,Przewodniki górskie,1992 Pruszków - Gorlice,,Tak
W Tatry Polskie,Monika Nyczanka,K-895,Przyroda,1999 Lachotrzew,,Tak
W Pieniny,Monika Nyczanka,K-896,Przyroda,2006 Lachotrzew,,Tak
W Tatry Polskie,Monika Nyczanka,K-897,Przyroda,1999 Lachotrzew,,Tak
W Tatry Polskie,Monika Nyczanka,K-898,Przyroda,1999 Lachotrzew,,Tak
W Tatry Polskie,Monika Nyczanka,K-899,Przyroda,1999 Lachotrzew,,Tak
Tatry Polskie,Nyka Józef,K-9,Podręczniki narciarskie,1981 Warszawa,,Tak
Zakopane i okolice,Ewa Kosiba,K-900,Przewodniki niegórskie,2005 Bielsko Biała,,Tak
Jura Krakowsko - Częstochowska,Vyprian Skała,K-901,Przewodniki niegórskie,2005 Bielsko Biała,,Tak
Beski Dukielski,Pawel Luboński,K-902,Przyroda,1999 Pruszków,,Tak
Australia,"Renata Botor - Pławecka, Piotr Graboń i Agnieszka Krawczyk",K-903,Przewodniki niegórskie,2005 Bielsko Biała,,Tak
Polskie parki narodowe,Joanna Zaborowska,K-904,Przewodniki górskie,2004 Bielsko Biała,,Tak
Beskidy i Gorce,Magdalena Binkowska,K-905,Przyroda,2005 Bielsko Biała,,Tak
Krywańska Mała Fatra,Monika Nyczanka,K-907,Przyroda,2003 Lachotrzew,,Tak
Krywańska Mała Fatra,Monika Nyczanka,K-908,Przyroda,2003 Lachotrzew,,Tak
Spacery po starej Szczawnicy i Rusi Szlachtowskiej,Monika Nyczanka,K-909,Przyroda,1999 Pruszków,,Tak
W Ścianie Trolli,Piotrowski Tadeusz,K-91,Terenoznawstwo,1984 Warszawa,,Nie
Kierunki ochrony środowiska przyrodniczego w Polsce,Stanisław Jastrzębski,K-910,Przyroda,1976 Warszawa,,Tak
Pieniny,Józef Nyka,K-912,Przyroda,2006 Lachotrzew,,Tak
Tatry Słowackie,Józef Nyka,K-913,Przyroda,2005 Lachotrzew ,,Tak
Tatry Słowackie,Józef Nyka,K-914,Przyroda,2005 Lachotrzew,,Tak
Prawo a ochrona środowiska,Łustacz Leon,K-915,Mapy,"Ossolineum, 1975",,Nie
Problemy środowiska przyrodniczego. Stan i zagrożenia.,Stasiak Jadwiga,K-917,Mapy,"Wydawnictwo UW, Warszawa 1978",,Nie
Studia nad rozwojem społeczno- gospodarczym makroregionu południowo zachodniego,,K-918,Nauka o literaturze,"Wrocław, 1978",,Nie
40 lat planowania struktury przestrzennej Polski. Tom LXIV,,K-919,Literatura,"PWN, Warszawa, 1978",,Nie
Horolezectvo zblízka,Dieška Ivan,K-92,Historia turystyki,1984 Bratysława,,Tak
Międzynarodowe prawo środowiska. Tworzenie i egzekwowanie.,Wolfke Karol,K-920,Mapy,"Wrocław, 1979",,Nie
Polska na gospodarczej mapie świata,Kuziński Stanisław,K-922,Przewodniki narciarskie,"PWE, Warszawa, 1979",,Nie
"Bibliografia etnograficznych prac magisterskich, doktorskich i habilitacyjnych wykonanych na uniwersytetach polskich",Kulesza- Zakrzewska Teresa,K-923,Historia turystyki,PWN Warszawa 1979,,Nie
Ekonomika a ekologia,Semkow Jarosław,K-924,Mapy,"PWN, Warszawa 1980",,Nie
Polityka ochrony środowiska w krajach socjalistycznych,Prandecka Barbara,K-925,Mapy,"PWE, Warszawa 1980",,Nie
Rocznik świętokrzyski. Ochrona i kształtowanie środowiska.,,K-926,Nauka o literaturze,"PWN, Warszawa, 1980",,Nie
Prawne zagadnienia ochrony przyrody,Jastrzębski Ludwik,K-927,Mapy,"Wyd. prawnicze, Warszawa, 1980",,Nie
Polityka kształtowania środowiska,Ciborowski Adolf,K-928,Mapy,"Wiedza Powszechna, 1981",,Nie
Zagadnienia przyrodnicze i ekonomiczne osi Odry,Tkocz Jan,K-929,Mapy,"Opole, 1979",,Nie
Bibliografia polskiego piśmiennictwa z zakresu gospodarki wodnej?,"Bruździak, Dzieżyc, Milewska",K-930,Pierwsza pomoc,"PWN, Warszawa, 1980",,Nie
Prawnokarna ochrona środowiska naturalnego w PRL,Radecki Wojciech,K-931,Mapy,"Ossolineum, 1981",,Nie
Polish tourism 1997.,,K-932,Meteorologia,"Ministerstwo Sportu i Turystyki, Warszawa, 1998",,Nie
Polish tourism 1994.,,K-933,Meteorologia,"Ministerstwo Sportu i Turystyki, Warszawa, 1995",,Nie
Nepal,"Mayhew B., Brown L., Vivequin W.",K-934,Archeologia,Lonely Planet,,Nie
Russia and Blearus,"Richmond, Elliot, Horton, Kokker, Landis, Taylor, Vorhers",K-935,Przewodniki niegórskie,2003,Brak daty wydania,Tak
Southeast Asia.,,K-936,Archeologia,"Lonely Planet, wyd. 13",,Nie
Ochrona prawna zasobów naturalnych w PRL,Jaroszyński Adam,K-937,Mapy,"PWN, Warszawa, 1972",,Nie
Mitologia Huculska,Urszula Kalita i Bogdan Bracha,K-938,Etnografia,1992 Lublin,,Tak
Kierunki Ochrony środowiska przyrodniczego w Polsce. T.158,Jastrzębski Stanisław,K-940,Mapy,"PWN, Warszawa 1976",,Nie
Prawo a ochrona środowiska,Łustacz Leon,K-941,Mapy,"Ossolineum, 1975",,Nie
Gospodarka wodna,Tuszko Aleksander,K-942,Mapy,"Arkady, Warszawa, 1962",,Nie
Problemy planowania przestrzennego- Wisła,Minorski Jan,K-943,Religia,"PWN, Warszawa, 1966",,Nie
Problemy planowania przestrzennego- kraj,Machalski Andrzej,K-944,Religia,"PWN, Warszawa, 1965",,Nie
Stan zanieczyszczenia rzek w Polsce,,K-945,Mapy,"Arkady, Warszawa, 1965",,Nie
Funckje makroregionu południowego w gospodarce narodowej,,K-946,Nauka o literaturze,"Książka i Wiedza,",,Nie
Sozologia i problemy środowiska życia człowieka,Michajłow Włodzimierz,K-947,Mapy,"Ossolineum, 1975",,Nie
Bibliografia turystyki polskiej cz. I 1966-70,,K-948,Pierwsza pomoc,Warszawa 1975,,Nie
Bibliografia turystyki polskiej cz. I 1966-70,,K-949,Pierwsza pomoc,Warszawa 1975,,Nie
Bieszczady. Przewodnik górski,Motak Marek,K-950,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Tatry. Przewodnik górski,"Nodzyński Tomasz, Zygmańska Barbara",K-951,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Pieniny. Przewodnik górski,Figiel Stanisław,K-952,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Beskid Śląski. Przewodnik górski,Żywczak Krzysztof (red),K-953,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Beskid Żywiecki. Przewodnik górski,Żywczak Krzysztof (red),K-954,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Karkonosze. Przewodnik górski,"Skała Cyprian, Motak Marek",K-955,Albumy,"Pascal, Bielsko Biała, 2007",,Nie
Polska na weekend,Pieczka Magdalena,K-956,Archeologia,"Pascal, Bielsko Biała, 2005",,Nie
Vademekum turysty,"Wierzba Wojciech, Zygmańska Barbara",K-957,Archiwum,"Pascal, Bielsko Biała, 2005",,Nie
Karkonosze.,Siewak- Sojka Zofia,K-958,Albumy,"Pascal, Bielsko Biała, 2006",,Nie
Sudety,Siewak- Sojka Zofia,K-959,Albumy,"Pascal, Bielsko Biała, 2006",,Nie
Bułgaria,Siewak- Sojka Zofia,K-960,Archeologia,"Pascal, Bielsko Biała, 2003",,Nie
Atlas Grzybów,Snowarski Marek,K-961,Mapy,"Pascal, Bielsko Biała, 2005",,Nie
Kraina Wielkich Jezior,"Kulczyk Sylwia, Tomczyk Edyta",K-962,Archeologia,"Pascal, Bielsko Biała, 2002",,Nie
Polska na rowerze,Marekwica Agnieszka,K-963,Archeologia,"Pascal, Bielsko Biała, 2005",,Nie
Indie Północne i Nepal,Bronowska Marzena,K-964,Archeologia,"Pascal, Bielsko Biała, 1998",,Nie
Tatry Polskie i Słowackie,"Nodzyński Tomasz, Zygmańska Barbara",K-965,Albumy,"Pascal, Bielsko Biała, 2005",,Nie
Wspinaczka Skalna,Tretter Krzysztof,K-966,Architektura,"Pascal, Bielsko Biała, 2005",,Nie
Wspinaczka Skalna,Tretter Krzysztof,K-967,Architektura,"Pascal, Bielsko Biała, 2005",,Nie
Muszyna i okolice,Darmochwał Tomasz,K-968,Albumy,"Agencja TD, Warszawa 2004",,Nie
Mała Fatra,Darmochwał Tomasz,K-969,Albumy,"Agencja TD, Warszawa 2004",,Nie
Słowacki Raj,"Sołowiej Robert, Darmochwał Tomasz",K-970,Albumy,"Agencja TD, Warszawa 2005",,Nie
Słowacja- przewodnik narciarski,Darmochwał Tomasz,K-971,Albumy,"Agencja TD, Warszawa 2006",,Nie
Karkonosze. Polskie i Czeskie,Adamczak Sławomir,K-972,Albumy,"Agencja TD, Warszawa 2003",,Nie
"Beskid Sądecki, L'ubovnianska Vrchovina",Darmochwał Tomasz,K-973,Albumy,"Agencja TD, Warszawa 2003",,Nie
"Bieszczady, Bukovske Vrchy",Darmochwał Tomasz,K-974,Albumy,"Agencja TD, Warszawa 2005",,Nie
"Słowacki Kras, Aggtelek",Adamczak Sławomir,K-975,Albumy,"Agencja TD, Warszawa 2006",,Nie
"Góry Stołowe, Broumovske Steny",Rumiński Marek Jacek,K-976,Albumy,"Agencja TD, Warszawa 2005",,Nie
Niżne Tatry,Adamczak Sławomir,K-977,Albumy,"Agencja TD, Warszawa 2003",,Nie
Beskid Dukielski,Luboński Paweł,K-978,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 1999",,Nie
Bieszczady,Luboński Paweł,K-979,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 2006",,Nie
Karpaty,Kondracki Jerzy,K-98,Geologia,1978 Warszawa,,Nie
W Pieniny. Mały Przewodnik,Nyczanka Monika,K-980,Albumy,"Wydawnictwo Trawers, Latchorzew, 2006",,Nie
W Tatry zimą. Mały przewodnik,Nyczanka Monika,K-981,Albumy,"Wydawnictwo Trawers, Latchorzew, 2005",,Nie
W Tatry zimą. Mały przewodnik,Nyczanka Monika,K-982,Albumy,"Wydawnictwo Trawers, Latchorzew, 2005",,Nie
Nad Morskim Okiem,Nyka Józef,K-983,Albumy,"Wydawnictwo Trawers, Latchorzew, 1998",,Nie
Nad Morskim Okiem,Nyka Józef,K-984,Albumy,"Wydawnictwo Trawers, Latchorzew, 1998",,Nie
Tatry Polskie.,Nyka Józef,K-985,Albumy,"Wydawnictwo Trawers, Latchorzew, 2007",,Nie
Krynica Zdrój. Informator turystyczny,"Antoniak P., Kleszcz K., Kuklewski A.,",K-986,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 2007",,Nie
Szczawnica. Informator turystyczny,Antoniak Piotr,K-987,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 2001",,Nie
Tajemnice skalnej ziemi,Strauchmann Krzysztof,K-988,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 2007",,Nie
Tajemnice skalnej ziemi,Strauchmann Krzysztof,K-988-1,Albumy,"Oficyna Wydawnicza Rewasz, Pruszków, 2001",,Tak
Pasmo Baraniej Góry,Barański Mirosław,K-989,Albumy,"PTTK Kraj, Warszawa, 1999",,Nie
Pasmo Baraniej Góry,Barański Mirosław,K-989-1,Albumy,"PTTK Kraj, Warszawa, 1999",,Tak
Bory Tucholskie Przewodnik,Dorota Sobierajska,K-990,Przewodniki niegórskie,2006 Toruń,,Tak
Kraina Wielkich Jezior,"Sylwia Kluczyk, Edyta Tomczyk, Tomasz Krzywicki",K-991,Przewodniki narciarskie,2004,Brak miejsca wydania,Tak
Cycling USA Weast Coast,"Marisa Gierlich,  Gregor Clark, Neli Irvine, Tulln Spitz, Katherine Widing",K-992,Przewodniki niegórskie,2002,Brak miejsca wydania,Tak
Piedmont,"Nicola Williams, Ducan Garwood",K-993,Przewodniki niegórskie,2004,Brak miejsca wydania,Tak
Piedmont,"Nicola Williams, Ducan Garwood",K-996,Przewodniki niegórskie,2004,Brak miejsca wydania,Tak
Cycling Australia,"Nicola Wells, Ian Connellan, Peter Hines, Lasley Hodgson, Neil Prine, Catherin Palmer",K-997,Przewodniki niegórskie,2001,Brak miejsca wydania,Tak
Mexico's Pacific Coast,Danny Palmerlee,K-998 (2),Przewodniki niegórskie,2003,Brak miejsca wydania,Tak
Baja and Los Cabos,Danny Palmerlee,K-999 (2),Przewodniki niegórskie,2005,Brak miejsca wydania,Tak
Tatrzański Park Narodowy,PPWK,M-1,Mapy,1965,"1:30 000, turyst.",Nie
"Orawa, Jezioro Orawskie",Slovenska kartografia,M-10,Mapy,1988,"1:100 000, turyst., po słowacku",Nie
Beskid Niski,PPWK,M-100,Mapy,1986,"1:125 000, turyst.",Nie
Beskid Niski,PPWK,M-101,Mapy,1986,"1:125 000, turyst.",Nie
Beskid Sądecki,PPWK,M-102,Mapy,1988,"1:75 000, turyst.",Nie
Beskid Sądecki,PPWK,M-103,Mapy,1982,"1:75 000, turyst.",Nie
Beskid Sądecki,PPWK,M-104,Mapy,1976,"1:75 000, turyst.",Nie
Beskid Sądecki,PPWK,M-105,Mapy,1976,"1:75 000, turyst.",Nie
Beskid Sądecki,PPWK,M-106,Mapy,1976,"1:75 000, turyst.",Nie
Karkonowski Park Narodowy,PPWK,M-107,Mapy,1980,"1:30 000, turyst.",Nie
Karkonowski Park Narodowy,PPWK,M-108,Mapy,1980,"1:30 000, turyst.",Nie
Góry Świętokrzyskie,PPWK,M-109,Mapy,1975,turyst.,Nie
Wielka Fatra,Slovenska kartografia,M-11,Mapy,1987,"1:100 000, turyst., po słowacku",Nie
Góry Świętokrzyskie,PPWK,M-110,Mapy,1980,"1:150 000, turyst.",Nie
Beskid Makowski (Beskid Średni),PPWK,M-111,Mapy,1986,"1:75 000, turyst.",Nie
Beskid Makowski (Beskid Średni),PPWK,M-112,Mapy,1989,"1:75 000, turyst.",Nie
Beskid Śląski i Żywiecki,PPWK,M-113,Mapy,1976,"1:125 000, turyst.",Nie
Beskid Śląski i Żywiecki,PPWK,M-114,Mapy,1980,"1:75 000, turyst.",Nie
Tatry i Podhale,PPWK,M-115,Mapy,1990,"1:75 000, turyst.",Nie
Góry Stołowe,PPWK,M-116,Mapy,1974,"1:60 000, turyst.",Nie
Mapa Tatr i Pienin,PPWK,M-117,Mapy,1957,"1:75 000, turyst.",Nie
Tatry,KPT PTTK Gliwice,M-118,Mapy,1979,gran.,Nie
Tatry,Slovenska kartografia,M-119,Mapy,1988,"1:200 000, turyst., po słowacku",Nie
Wielka Fatra,Slovenska kartografia,M-12,Mapy,1987,"1:100 000, turyst., po słowacku",Nie
Pieniński Park Narodowy,PPWK,M-120,Mapy,1959,"1:22 500, turyst.",Nie
Pieniny,SKG,M-121,Mapy,1980,"gran., 2 kopie, xero",Nie
Tatry Wysokie,Slovenska kartografia,M-122,Mapy,1985,"1:50 000, narciarska, po słowacku",Nie
Masyw Śnieżnika i Góry Bialskie,PPWK,M-123,Mapy,1976,"1:60 000, turyst.",Nie
Wzgórza Strzegomskie,PPWK,M-124,Mapy,1988,"1:60 000, turyst.",Nie
Góry i Pogórze Kaczawskie,PPWK,M-125,Mapy,1984,"1:60 000, turyst.",Nie
Góry Kaczawskie,PPWK,M-126,Mapy,1973,"1:75 000, turyst.",Nie
Góry Izerskie,PPWK,M-127,Mapy,1976,"1:75 000, turyst.",Nie
"Bardejów, Dukla, Domasza",Slovenska kartografia,M-128,Mapy,1986,"1:100 000, turyst., po słowacku",Nie
Rudawy Słowackie- Góry Stolicke,Slovenska kartografia,M-129,Mapy,1987,"1:100 000, turyst., po słowacku",Nie
"Tribecz, Pohroński Inowiec",Slovenska kartografia,M-13,Mapy,1987,"1:100 000, turyst., po słowacku",Nie
Ziemia Łowicka,PPWK,M-130,Mapy,1985,"1:90 000, turyst.",Nie
Wschodnia Słowacja,Slovenska kartografia,M-131,Mapy,1988,"1:200 000, samochod., po słowacku",Nie
"Pieniny, Spiska Magura",Slovenska kartografia,M-132,Mapy,1980,"1:100 000, turyst., po słowacku",Nie
Tatrzański Park Narodowy,PPWK,M-133,Mapy,1972,"1:30 000, turyst.",Nie
Tatry i Pieniny,PPWK,M-134,Mapy,1960,"1:75 000, turyst.",Nie
Tatry Wysokie,Slovenska kartografia,M-135,Mapy,1988,"1:50 000, narciarska, po słowacku",Nie
Tatry Wysokie,Slovenska kartografia,M-136,Mapy,1988,"1:50 000, narciarska, po słowacku",Nie
Podtatrze,,M-137,Mapy,,"1:200 000, gran.",Nie
Tatry Zachodnie i Bielskie,,M-138,Mapy,,gran.,Nie
Tatry,Slovenska kartografia,M-139,Mapy,1988,"1:200 000, kraj.-sam., po słowacku",Nie
Słowacki Raj,Slovenska kartografia,M-14,Mapy,1984,"1:50 000, turyst., po słowacku",Nie
Tatrzański Park Narodowy,PPWK,M-140,Mapy,1973,"1:75 000, turyst.",Nie
Wschodnia Słowacja,Slovenska kartografia,M-141,Mapy,1988,"1:200 000, samochod., po słowacku",Nie
Wschodnia Słowacja,Slovenska kartografia,M-142,Mapy,1988,"1:200 000, samochod., po słowacku",Nie
Wschodnia Słowacja,Slovenska kartografia,M-143,Mapy,1988,"1:200 000, samochod., po słowacku",Nie
Tatry,Slovenska kartografia,M-144,Mapy,1988,"1:200 000, kraj.-sam., po słowacku",Nie
Przemyśl,PPWK,M-145,Mapy,1982,plan miasta,Nie
Poznań,PPWK,M-146,Mapy,1980,plan miasta,Nie
Rumunia- Maramuresz,,M-147,Mapy,,po węgiersku,Nie
Rumunia- Bukowina Zachodnia,,M-148,Mapy,,po węgiersku,Nie
Województwo Koszalińskie i Szczecińskie,PPWK,M-149,Mapy,1955,"1:500 000, krajoznawcza",Nie
Riła,KIPP po kartografija,M-15,Mapy,1986,"1:130 000, turyst., po bułgarsku",Nie
Województwo Łódzkie,PPWK,M-150,Mapy,1955,"1:500 000, krajoznawcza",Nie
Okolice Wrocławia,PPWK,M-151,Mapy,1986,"1:150 000, turyst.",Nie
Okolice Wrocławia,PPWK,M-152,Mapy,1986,"1:150 000, turyst.",Nie
Zakopane,,M-153,Mapy,,plan miasta,Nie
Warszawa,PPWK,M-154,Mapy,1970,plan miasta,Nie
Toruń,"Polskie Towarzystwo Księgarni Kolejowych ""Ruch"" S.A.",M-155,Mapy,,"1:10 300, plan miasta",Nie
Okolice Tarnowa,PPWK,M-156,Mapy,1988,"1:125 000, turyst.",Nie
Okolice Tarnowa,PPWK,M-157,Mapy,1988,"1:125 000, turyst.",Nie
Góry Wałbrzyskie i Kamienne,PPWK,M-158,Mapy,1976,"1:75 000, turyst.",Nie
Góry Sowie,PPWK,M-159,Mapy,1976,"1:60 000, turyst.",Nie
Ośrodki Kultu Religijnego w Polsce,PPWK,M-16,Mapy,1987,"1:750 000, przeglądowa",Nie
Masyw Śnieżnika i Góry Bialskie,PPWK,M-160,Mapy,1976,"1:60 000, turyst.",Nie
Góry Bystrzyckie,PPWK,M-161,Mapy,1989,"1:60 000, turyst.",Nie
Wyżyna Krakowska,Centr. Ośr. Inf. Turystycznej Oddział Częstochowa,M-162,Mapy,1987,"1:125 000, turyst.",Nie
Wyżyna Krakowska,Centr. Ośr. Inf. Turystycznej Oddział Częstochowa,M-163,Mapy,1987,"1:125 000, turyst.",Nie
Wielkie Jeziora Mazurskie,PPWK,M-164,Mapy,1968,"1:120 000, turyst.",Nie
Okolice Krakowa,PPWK,M-165,Mapy,1987,"1:200 000, turyst.",Nie
Okolice Krakowa,PPWK,M-166,Mapy,1986,"1:200 000, turyst.",Nie
"Tatry Zachodnie, Rogacze",Slovenska kartografia,M-167,Mapy,1983,"1:50 000, turyst.",Nie
Mała Fatra- Vratna,Slovenska kartografia,M-168,Mapy,1988,"1:50 000, turyst.",Nie
Tatry Wysokie,Slovenska kartografia,M-169,Mapy,1987,"1:50 000, turyst.",Nie
Mapa Zabytków Województwa Katowickiego,PPWK,M-17,Mapy,1974,"1:400 000, przeglądowa",Nie
Tatry Wysokie,Slovenska kartografia,M-170,Mapy,1987,"1:50 000, turyst.",Nie
Tatry i Pieniny,PPWK,M-171,Mapy,1957,"1:75 000, turyst.",Nie
Alpy Rodniańskie,,M-172,Mapy,przed woj.,"1:75 000, po węgiersku",Nie
Góry Kelmeńskie,,M-173,Mapy,przed woj.,"1:75 000, turyst., po węgiersku",Nie
Góry Bystrzyckie,,M-174,Mapy,przed woj.,"1:75 000, po węgiersku",Nie
Niskie Tatry,,M-175,Mapy,,"1:200 000, gran., po niemiecku",Nie
Sudety Środkowe i Przedgórze Sudeckie,Sport i Turystyka,M-176,Mapy,,"1:150 000, przeglądowa",Nie
Znakowane szlaki turystyczne stołecznego województwa warszawskiego,PTTK,M-177,Mapy,,"1:300 000, schemat, 6 szt.",Nie
Kraków,PPWK,M-178,Mapy,1986,"1:20 000, plan miasta",Nie
Kraków,PPWK,M-179,Mapy,2003,"1:20 000, plan miasta",Nie
"Belgia, Królestwo Niderlandów, północna część Niemiec",The Automobile Association,M-18,Mapy,1976,"1:1 000 000, samochod., po angielsku",Nie
Zakopane i okolica,MOSTiW Tatry Zakopane,M-180,Mapy,,"panoram., plan miasta",Nie
Lwów,PPWK,M-181,Mapy,1986,"1:15 000, plan miasta, reprint z 1936",Nie
Gorce i Beskid Sądecki (część zachodnia),Sport i Turystyka,M-182,Mapy,1957,"1:100 000, gran.",Nie
Tatry Wysokie,Slovenska kartografia,M-183,Mapy,1987,"1:50 000, turyst., po słowacku",Nie
Tatry i Pieniny,PPWK,M-184,Mapy,1977,"1:75 000, turyst.",Nie
Tatry Polskie- Witów,Ztop Sz Gen WP,M-185,Mapy,1984,"1:10 000, topogr.",Nie
Tatry Polskie- Kościelisko,Ztop Sz Gen WP,M-186,Mapy,1984,"1:10 000, topogr.",Nie
Tatry Polskie- Zakopane,Ztop Sz Gen WP,M-187,Mapy,1984,"1:10 000, topogr.",Nie
Tatry Polskie- Jaszczurówka,Ztop Sz Gen WP,M-188,Mapy,1984,"1:10 000, topogr.",Nie
Tatry Polskie- Małe Ciche,Ztop Sz Gen WP,M-189,Mapy,1984,"1:10 000, topogr.",Nie
Słowacja,Slovenska kartografia,M-19,Mapy,1989,"katalog map, po słowacku, rosyjsku, niemiecku i angielsku",Nie
Tatry Polskie- Dolina Chochołowska,Ztop Sz Gen WP,M-190,Mapy,1984,"1:10 000, topogr.",Nie
